Timestamp,X,Y,Z
2569-08-21 12:24:37.344,0.0134039,0.6444864,0.3388316
2569-08-21 12:24:37.353,0.0134039,0.6444864,0.3388316
2569-08-21 12:24:37.359,0.01338294,0.6442248,0.3389747
2569-08-21 12:24:37.359,0.01338294,0.6442248,0.3389747
2569-08-21 12:24:37.369,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.369,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.377,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.379,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.379,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.387,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.388,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.396,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.404,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.404,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.425,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.425,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.428,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.428,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.428,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.430,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.430,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.433,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.433,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.436,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.436,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.436,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.445,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.445,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.449,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.449,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.457,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.469,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.469,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.473,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.473,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.475,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.475,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.475,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.478,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.478,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.480,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.480,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.490,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.490,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.493,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.493,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.493,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.496,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.496,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.499,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.499,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.502,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.502,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.515,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.515,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.517,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.517,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.517,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.520,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.520,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.522,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.522,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.525,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.525,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.535,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.535,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.538,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.538,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.539,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.541,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.541,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.543,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.543,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.546,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.546,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.560,0.01334909,0.6438029,0.3392043
